YEAR,ROUND,HSEED,HTEAM,LSEED,LTEAM
2024,1,1,Purdue,11,Duquesne
2024,1,1,Purdue,11,North Carolina State
2024,1,1,Purdue,11,Oregon
2024,1,1,Purdue,11,New Mexico
2024,1,1,Purdue,12,UAB
2024,1,1,Purdue,12,James Madison
2024,1,1,Purdue,12,McNeese State
2024,1,1,Purdue,12,Grand Canyon
2024,1,1,Purdue,13,Yale
2024,1,1,Purdue,13,Vermont
2024,1,1,Purdue,13,Samford
2024,1,1,Purdue,13,Charleston
2024,1,1,Purdue,14,Morehead State
2024,1,1,Purdue,14,Oakland
2024,1,1,Purdue,14,Akron
2024,1,1,Purdue,14,Colgate
2024,1,1,Purdue,15,South Dakota State
2024,1,1,Purdue,15,Western Kentucky
2024,1,1,Purdue,15,Saint Peter's
2024,1,1,Purdue,15,Long Beach State
2024,1,1,Purdue,16,Stetson
2024,1,1,Purdue,16,Longwood
2024,1,1,Purdue,16,Grambling State
2024,1,1,Purdue,16,Montana State
2024,1,1,Purdue,16,Howard
2024,1,1,Purdue,16,Wagner
2024,1,1,Houston,1,North Carolina
2024,1,1,Houston,2,Iowa State
2024,1,1,Houston,2,Marquette
2024,1,1,Houston,2,Tennessee
2024,1,1,Houston,2,Arizona
2024,1,1,Houston,3,Illinois
2024,1,1,Houston,3,Kentucky
2024,1,1,Houston,3,Creighton
2024,1,1,Houston,3,Baylor
2024,1,1,Houston,4,Auburn
2024,1,1,Houston,4,Duke
2024,1,1,Houston,4,Kansas
2024,1,1,Houston,4,Alabama
2024,1,1,Houston,5,San Diego State
2024,1,1,Houston,5,Wisconsin
2024,1,1,Houston,5,Gonzaga
2024,1,1,Houston,5,Saint Mary's
2024,1,1,Houston,6,BYU
2024,1,1,Houston,6,Texas Tech
2024,1,1,Houston,6,South Carolina
2024,1,1,Houston,6,Clemson
2024,1,1,Houston,7,Washington State
2024,1,1,Houston,7,Florida
2024,1,1,Houston,7,Texas
2024,1,1,Houston,7,Dayton
2024,1,1,Houston,8,Florida Atlantic
2024,1,1,Houston,8,Nebraska
2024,1,1,Houston,8,Utah State
2024,1,1,Houston,8,Mississippi State
2024,1,1,Houston,9,Northwestern
2024,1,1,Houston,9,Texas A&M
2024,1,1,Houston,9,TCU
2024,1,1,Houston,9,Michigan State
2024,1,1,Houston,10,Drake
2024,1,1,Houston,10,Boise State
2024,1,1,Houston,10,Colorado
2024,1,1,Houston,10,Colorado State
2024,1,1,Houston,10,Virginia
2024,1,1,Houston,10,Nevada
2024,1,1,Houston,11,Duquesne
2024,1,1,Houston,11,North Carolina State
2024,1,1,Houston,11,Oregon
2024,1,1,Houston,11,New Mexico
2024,1,1,Houston,12,UAB
2024,1,1,Houston,12,James Madison
2024,1,1,Houston,12,McNeese State
2024,1,1,Houston,12,Grand Canyon
2024,1,1,Houston,13,Yale
2024,1,1,Houston,13,Vermont
2024,1,1,Houston,13,Samford
2024,1,1,Houston,13,Charleston
2024,1,1,Houston,14,Morehead State
2024,1,1,Houston,14,Oakland
2024,1,1,Houston,14,Akron
2024,1,1,Houston,14,Colgate
2024,1,1,Houston,15,South Dakota State
2024,1,1,Houston,15,Western Kentucky
2024,1,1,Houston,15,Saint Peter's
2024,1,1,Houston,15,Long Beach State
2024,1,1,Houston,16,Stetson
2024,1,1,Houston,16,Longwood
2024,1,1,Houston,16,Grambling State
2024,1,1,Houston,16,Montana State
2024,1,1,Houston,16,Howard
2024,1,1,Houston,16,Wagner
2024,1,1,North Carolina,2,Iowa State
2024,1,1,North Carolina,2,Marquette
2024,1,1,North Carolina,2,Tennessee
2024,1,1,North Carolina,2,Arizona
2024,1,1,North Carolina,3,Illinois
2024,1,1,North Carolina,3,Kentucky
2024,1,1,North Carolina,3,Creighton
2024,1,1,North Carolina,3,Baylor
2024,1,1,North Carolina,4,Auburn
2024,1,1,North Carolina,4,Duke
2024,1,1,North Carolina,4,Kansas
2024,1,1,North Carolina,4,Alabama
2024,1,1,North Carolina,5,San Diego State
2024,1,1,North Carolina,5,Wisconsin
2024,1,1,North Carolina,5,Gonzaga
2024,1,1,North Carolina,5,Saint Mary's
2024,1,1,North Carolina,6,BYU
2024,1,1,North Carolina,6,Texas Tech
2024,1,1,North Carolina,6,South Carolina
2024,1,1,North Carolina,6,Clemson
2024,1,1,North Carolina,7,Washington State
2024,1,1,North Carolina,7,Florida
2024,1,1,North Carolina,7,Texas
2024,1,1,North Carolina,7,Dayton
2024,1,1,North Carolina,8,Florida Atlantic
2024,1,1,North Carolina,8,Nebraska
2024,1,1,North Carolina,8,Utah State
2024,1,1,North Carolina,8,Mississippi State
2024,1,1,North Carolina,9,Northwestern
2024,1,1,North Carolina,9,Texas A&M
2024,1,1,North Carolina,9,TCU
2024,1,1,North Carolina,9,Michigan State
2024,1,1,North Carolina,10,Drake
2024,1,1,North Carolina,10,Boise State
2024,1,1,North Carolina,10,Colorado
2024,1,1,North Carolina,10,Colorado State
2024,1,1,North Carolina,10,Virginia
2024,1,1,North Carolina,10,Nevada
2024,1,1,North Carolina,11,Duquesne
2024,1,1,North Carolina,11,North Carolina State
2024,1,1,North Carolina,11,Oregon
2024,1,1,North Carolina,11,New Mexico
2024,1,1,North Carolina,12,UAB
2024,1,1,North Carolina,12,James Madison
2024,1,1,North Carolina,12,McNeese State
2024,1,1,North Carolina,12,Grand Canyon
2024,1,1,North Carolina,13,Yale
2024,1,1,North Carolina,13,Vermont
2024,1,1,North Carolina,13,Samford
2024,1,1,North Carolina,13,Charleston
2024,1,1,North Carolina,14,Morehead State
2024,1,1,North Carolina,14,Oakland
2024,1,1,North Carolina,14,Akron
2024,1,1,North Carolina,14,Colgate
2024,1,1,North Carolina,15,South Dakota State
2024,1,1,North Carolina,15,Western Kentucky
2024,1,1,North Carolina,15,Saint Peter's
2024,1,1,North Carolina,15,Long Beach State
2024,1,1,North Carolina,16,Stetson
2024,1,1,North Carolina,16,Longwood
2024,1,1,North Carolina,16,Grambling State
2024,1,1,North Carolina,16,Montana State
2024,1,1,North Carolina,16,Howard
2024,1,1,North Carolina,16,Wagner
2024,1,2,Iowa State,2,Marquette
2024,1,2,Iowa State,2,Tennessee
2024,1,2,Iowa State,2,Arizona
2024,1,2,Iowa State,3,Illinois
2024,1,2,Iowa State,3,Kentucky
2024,1,2,Iowa State,3,Creighton
2024,1,2,Iowa State,3,Baylor
2024,1,2,Iowa State,4,Auburn
2024,1,2,Iowa State,4,Duke
2024,1,2,Iowa State,4,Kansas
2024,1,2,Iowa State,4,Alabama
2024,1,2,Iowa State,5,San Diego State
2024,1,2,Iowa State,5,Wisconsin
2024,1,2,Iowa State,5,Gonzaga
2024,1,2,Iowa State,5,Saint Mary's
2024,1,2,Iowa State,6,BYU
2024,1,2,Iowa State,6,Texas Tech
2024,1,2,Iowa State,6,South Carolina
2024,1,2,Iowa State,6,Clemson
2024,1,2,Iowa State,7,Washington State
2024,1,2,Iowa State,7,Florida
2024,1,2,Iowa State,7,Texas
2024,1,2,Iowa State,7,Dayton
2024,1,2,Iowa State,8,Florida Atlantic
2024,1,2,Iowa State,8,Nebraska
2024,1,2,Iowa State,8,Utah State
2024,1,2,Iowa State,8,Mississippi State
2024,1,2,Iowa State,9,Northwestern
2024,1,2,Iowa State,9,Texas A&M
2024,1,2,Iowa State,9,TCU
2024,1,2,Iowa State,9,Michigan State
2024,1,2,Iowa State,10,Drake
2024,1,2,Iowa State,10,Boise State
2024,1,2,Iowa State,10,Colorado
2024,1,2,Iowa State,10,Colorado State
2024,1,2,Iowa State,10,Virginia
2024,1,2,Iowa State,10,Nevada
2024,1,2,Iowa State,11,Duquesne
2024,1,2,Iowa State,11,North Carolina State
2024,1,2,Iowa State,11,Oregon
2024,1,2,Iowa State,11,New Mexico
2024,1,2,Iowa State,12,UAB
2024,1,2,Iowa State,12,James Madison
2024,1,2,Iowa State,12,McNeese State
2024,1,2,Iowa State,12,Grand Canyon
2024,1,2,Iowa State,13,Yale
2024,1,2,Iowa State,13,Vermont
2024,1,2,Iowa State,13,Samford
2024,1,2,Iowa State,13,Charleston
2024,1,2,Iowa State,14,Morehead State
2024,1,2,Iowa State,14,Oakland
2024,1,2,Iowa State,14,Akron
2024,1,2,Iowa State,14,Colgate
2024,1,2,Iowa State,15,South Dakota State
2024,1,2,Iowa State,15,Western Kentucky
2024,1,2,Iowa State,15,Saint Peter's
2024,1,2,Iowa State,15,Long Beach State
2024,1,2,Iowa State,16,Stetson
2024,1,2,Iowa State,16,Longwood
2024,1,2,Iowa State,16,Grambling State
2024,1,2,Iowa State,16,Montana State
2024,1,2,Iowa State,16,Howard
2024,1,2,Iowa State,16,Wagner
2024,1,2,Marquette,2,Tennessee
2024,1,2,Marquette,2,Arizona
2024,1,2,Marquette,3,Illinois
2024,1,2,Marquette,3,Kentucky
2024,1,2,Marquette,3,Creighton
2024,1,2,Marquette,3,Baylor
2024,1,2,Marquette,4,Auburn
2024,1,2,Marquette,4,Duke
2024,1,2,Marquette,4,Kansas
2024,1,2,Marquette,4,Alabama
2024,1,2,Marquette,5,San Diego State
2024,1,2,Marquette,5,Wisconsin
2024,1,2,Marquette,5,Gonzaga
2024,1,2,Marquette,5,Saint Mary's
2024,1,2,Marquette,6,BYU
2024,1,2,Marquette,6,Texas Tech
2024,1,2,Marquette,6,South Carolina
2024,1,2,Marquette,6,Clemson
2024,1,2,Marquette,7,Washington State
2024,1,2,Marquette,7,Florida
2024,1,2,Marquette,7,Texas
2024,1,2,Marquette,7,Dayton
2024,1,2,Marquette,8,Florida Atlantic
2024,1,2,Marquette,8,Nebraska
2024,1,2,Marquette,8,Utah State
2024,1,2,Marquette,8,Mississippi State
2024,1,2,Marquette,9,Northwestern
2024,1,2,Marquette,9,Texas A&M
2024,1,2,Marquette,9,TCU
2024,1,2,Marquette,9,Michigan State
2024,1,2,Marquette,10,Drake
2024,1,2,Marquette,10,Boise State
2024,1,2,Marquette,10,Colorado
2024,1,2,Marquette,10,Colorado State
2024,1,2,Marquette,10,Virginia
2024,1,2,Marquette,10,Nevada
2024,1,2,Marquette,11,Duquesne
2024,1,2,Marquette,11,North Carolina State
2024,1,2,Marquette,11,Oregon
2024,1,2,Marquette,11,New Mexico
2024,1,2,Marquette,12,UAB
2024,1,2,Marquette,12,James Madison
2024,1,2,Marquette,12,McNeese State
2024,1,2,Marquette,12,Grand Canyon
2024,1,2,Marquette,13,Yale
2024,1,2,Marquette,13,Vermont
2024,1,2,Marquette,13,Samford
2024,1,2,Marquette,13,Charleston
2024,1,2,Marquette,14,Morehead State
2024,1,2,Marquette,14,Oakland
2024,1,2,Marquette,14,Akron
2024,1,2,Marquette,14,Colgate
2024,1,2,Marquette,15,South Dakota State
2024,1,2,Marquette,15,Western Kentucky
2024,1,2,Marquette,15,Saint Peter's
2024,1,2,Marquette,15,Long Beach State
2024,1,2,Marquette,16,Stetson
2024,1,2,Marquette,16,Longwood
2024,1,2,Marquette,16,Grambling State
2024,1,2,Marquette,16,Montana State
2024,1,2,Marquette,16,Howard
2024,1,2,Marquette,16,Wagner
2024,1,2,Tennessee,2,Arizona
2024,1,2,Tennessee,3,Illinois
2024,1,2,Tennessee,3,Kentucky
2024,1,2,Tennessee,3,Creighton
2024,1,2,Tennessee,3,Baylor
2024,1,2,Tennessee,4,Auburn
2024,1,2,Tennessee,4,Duke
2024,1,2,Tennessee,4,Kansas
2024,1,2,Tennessee,4,Alabama
2024,1,2,Tennessee,5,San Diego State
2024,1,2,Tennessee,5,Wisconsin
2024,1,2,Tennessee,5,Gonzaga
2024,1,2,Tennessee,5,Saint Mary's
2024,1,2,Tennessee,6,BYU
2024,1,2,Tennessee,6,Texas Tech
2024,1,2,Tennessee,6,South Carolina
2024,1,2,Tennessee,6,Clemson
2024,1,2,Tennessee,7,Washington State
2024,1,2,Tennessee,7,Florida
2024,1,2,Tennessee,7,Texas
2024,1,2,Tennessee,7,Dayton
2024,1,2,Tennessee,8,Florida Atlantic
2024,1,2,Tennessee,8,Nebraska
2024,1,2,Tennessee,8,Utah State
2024,1,2,Tennessee,8,Mississippi State
2024,1,2,Tennessee,9,Northwestern
2024,1,2,Tennessee,9,Texas A&M
2024,1,2,Tennessee,9,TCU
2024,1,2,Tennessee,9,Michigan State
2024,1,2,Tennessee,10,Drake
2024,1,2,Tennessee,10,Boise State
2024,1,2,Tennessee,10,Colorado
2024,1,2,Tennessee,10,Colorado State
2024,1,2,Tennessee,10,Virginia
2024,1,2,Tennessee,10,Nevada
2024,1,2,Tennessee,11,Duquesne
2024,1,2,Tennessee,11,North Carolina State
2024,1,2,Tennessee,11,Oregon
2024,1,2,Tennessee,11,New Mexico
2024,1,2,Tennessee,12,UAB
2024,1,2,Tennessee,12,James Madison
2024,1,2,Tennessee,12,McNeese State
2024,1,2,Tennessee,12,Grand Canyon
2024,1,2,Tennessee,13,Yale
2024,1,2,Tennessee,13,Vermont
2024,1,2,Tennessee,13,Samford
2024,1,2,Tennessee,13,Charleston
2024,1,2,Tennessee,14,Morehead State
2024,1,2,Tennessee,14,Oakland
2024,1,2,Tennessee,14,Akron
2024,1,2,Tennessee,14,Colgate
2024,1,2,Tennessee,15,South Dakota State
2024,1,2,Tennessee,15,Western Kentucky
2024,1,2,Tennessee,15,Saint Peter's
2024,1,2,Tennessee,15,Long Beach State
2024,1,2,Tennessee,16,Stetson
2024,1,2,Tennessee,16,Longwood
2024,1,2,Tennessee,16,Grambling State
2024,1,2,Tennessee,16,Montana State
2024,1,2,Tennessee,16,Howard
2024,1,2,Tennessee,16,Wagner
2024,1,2,Arizona,3,Illinois
2024,1,2,Arizona,3,Kentucky
2024,1,2,Arizona,3,Creighton
2024,1,2,Arizona,3,Baylor
2024,1,2,Arizona,4,Auburn
2024,1,2,Arizona,4,Duke
2024,1,2,Arizona,4,Kansas
2024,1,2,Arizona,4,Alabama
2024,1,2,Arizona,5,San Diego State
2024,1,2,Arizona,5,Wisconsin
2024,1,2,Arizona,5,Gonzaga
2024,1,2,Arizona,5,Saint Mary's
2024,1,2,Arizona,6,BYU
2024,1,2,Arizona,6,Texas Tech
2024,1,2,Arizona,6,South Carolina
2024,1,2,Arizona,6,Clemson
2024,1,2,Arizona,7,Washington State
2024,1,2,Arizona,7,Florida
2024,1,2,Arizona,7,Texas
2024,1,2,Arizona,7,Dayton
2024,1,2,Arizona,8,Florida Atlantic
2024,1,2,Arizona,8,Nebraska
2024,1,2,Arizona,8,Utah State
2024,1,2,Arizona,8,Mississippi State
2024,1,2,Arizona,9,Northwestern
2024,1,2,Arizona,9,Texas A&M
2024,1,2,Arizona,9,TCU
2024,1,2,Arizona,9,Michigan State
2024,1,2,Arizona,10,Drake
2024,1,2,Arizona,10,Boise State
2024,1,2,Arizona,10,Colorado
2024,1,2,Arizona,10,Colorado State
2024,1,2,Arizona,10,Virginia
2024,1,2,Arizona,10,Nevada
2024,1,2,Arizona,11,Duquesne
2024,1,2,Arizona,11,North Carolina State
2024,1,2,Arizona,11,Oregon
2024,1,2,Arizona,11,New Mexico
2024,1,2,Arizona,12,UAB
2024,1,2,Arizona,12,James Madison
2024,1,2,Arizona,12,McNeese State
2024,1,2,Arizona,12,Grand Canyon
2024,1,2,Arizona,13,Yale
2024,1,2,Arizona,13,Vermont
2024,1,2,Arizona,13,Samford
2024,1,2,Arizona,13,Charleston
2024,1,2,Arizona,14,Morehead State
2024,1,2,Arizona,14,Oakland
2024,1,2,Arizona,14,Akron
2024,1,2,Arizona,14,Colgate
2024,1,2,Arizona,15,South Dakota State
2024,1,2,Arizona,15,Western Kentucky
2024,1,2,Arizona,15,Saint Peter's
2024,1,2,Arizona,15,Long Beach State
2024,1,2,Arizona,16,Stetson
2024,1,2,Arizona,16,Longwood
2024,1,2,Arizona,16,Grambling State
2024,1,2,Arizona,16,Montana State
2024,1,2,Arizona,16,Howard
2024,1,2,Arizona,16,Wagner
2024,1,3,Illinois,3,Kentucky
2024,1,3,Illinois,3,Creighton
2024,1,3,Illinois,3,Baylor
2024,1,3,Illinois,4,Auburn
2024,1,3,Illinois,4,Duke
2024,1,3,Illinois,4,Kansas
2024,1,3,Illinois,4,Alabama
2024,1,3,Illinois,5,San Diego State
2024,1,3,Illinois,5,Wisconsin
2024,1,3,Illinois,5,Gonzaga
2024,1,3,Illinois,5,Saint Mary's
2024,1,3,Illinois,6,BYU
2024,1,3,Illinois,6,Texas Tech
2024,1,3,Illinois,6,South Carolina
2024,1,3,Illinois,6,Clemson
2024,1,3,Illinois,7,Washington State
2024,1,3,Illinois,7,Florida
2024,1,3,Illinois,7,Texas
2024,1,3,Illinois,7,Dayton
2024,1,3,Illinois,8,Florida Atlantic
2024,1,3,Illinois,8,Nebraska
2024,1,3,Illinois,8,Utah State
2024,1,3,Illinois,8,Mississippi State
2024,1,3,Illinois,9,Northwestern
2024,1,3,Illinois,9,Texas A&M
2024,1,3,Illinois,9,TCU
2024,1,3,Illinois,9,Michigan State
2024,1,3,Illinois,10,Drake
2024,1,3,Illinois,10,Boise State
2024,1,3,Illinois,10,Colorado
2024,1,3,Illinois,10,Colorado State
2024,1,3,Illinois,10,Virginia
2024,1,3,Illinois,10,Nevada
2024,1,3,Illinois,11,Duquesne
2024,1,3,Illinois,11,North Carolina State
2024,1,3,Illinois,11,Oregon
2024,1,3,Illinois,11,New Mexico
2024,1,3,Illinois,12,UAB
2024,1,3,Illinois,12,James Madison
2024,1,3,Illinois,12,McNeese State
2024,1,3,Illinois,12,Grand Canyon
2024,1,3,Illinois,13,Yale
2024,1,3,Illinois,13,Vermont
2024,1,3,Illinois,13,Samford
2024,1,3,Illinois,13,Charleston
2024,1,3,Illinois,14,Morehead State
2024,1,3,Illinois,14,Oakland
2024,1,3,Illinois,14,Akron
2024,1,3,Illinois,14,Colgate
2024,1,3,Illinois,15,South Dakota State
2024,1,3,Illinois,15,Western Kentucky
2024,1,3,Illinois,15,Saint Peter's
2024,1,3,Illinois,15,Long Beach State
2024,1,3,Illinois,16,Stetson
2024,1,3,Illinois,16,Longwood
2024,1,3,Illinois,16,Grambling State
2024,1,3,Illinois,16,Montana State
2024,1,3,Illinois,16,Howard
2024,1,3,Illinois,16,Wagner
2024,1,3,Kentucky,3,Creighton
2024,1,3,Kentucky,3,Baylor
2024,1,3,Kentucky,4,Auburn
2024,1,3,Kentucky,4,Duke
2024,1,3,Kentucky,4,Kansas
2024,1,3,Kentucky,4,Alabama
2024,1,3,Kentucky,5,San Diego State
2024,1,3,Kentucky,5,Wisconsin
2024,1,3,Kentucky,5,Gonzaga
2024,1,3,Kentucky,5,Saint Mary's
2024,1,3,Kentucky,6,BYU
2024,1,3,Kentucky,6,Texas Tech
2024,1,3,Kentucky,6,South Carolina
2024,1,3,Kentucky,6,Clemson
2024,1,3,Kentucky,7,Washington State
2024,1,3,Kentucky,7,Florida
2024,1,3,Kentucky,7,Texas
2024,1,3,Kentucky,7,Dayton
2024,1,3,Kentucky,8,Florida Atlantic
2024,1,3,Kentucky,8,Nebraska
2024,1,3,Kentucky,8,Utah State
2024,1,3,Kentucky,8,Mississippi State
2024,1,3,Kentucky,9,Northwestern
2024,1,3,Kentucky,9,Texas A&M
2024,1,3,Kentucky,9,TCU
2024,1,3,Kentucky,9,Michigan State
2024,1,3,Kentucky,10,Drake
2024,1,3,Kentucky,10,Boise State
2024,1,3,Kentucky,10,Colorado
2024,1,3,Kentucky,10,Colorado State
2024,1,3,Kentucky,10,Virginia
2024,1,3,Kentucky,10,Nevada
2024,1,3,Kentucky,11,Duquesne
2024,1,3,Kentucky,11,North Carolina State
2024,1,3,Kentucky,11,Oregon
2024,1,3,Kentucky,11,New Mexico
2024,1,3,Kentucky,12,UAB
2024,1,3,Kentucky,12,James Madison
2024,1,3,Kentucky,12,McNeese State
2024,1,3,Kentucky,12,Grand Canyon
2024,1,3,Kentucky,13,Yale
2024,1,3,Kentucky,13,Vermont
2024,1,3,Kentucky,13,Samford
2024,1,3,Kentucky,13,Charleston
2024,1,3,Kentucky,14,Morehead State
2024,1,3,Kentucky,14,Oakland
2024,1,3,Kentucky,14,Akron
2024,1,3,Kentucky,14,Colgate
2024,1,3,Kentucky,15,South Dakota State
2024,1,3,Kentucky,15,Western Kentucky
2024,1,3,Kentucky,15,Saint Peter's
2024,1,3,Kentucky,15,Long Beach State
2024,1,3,Kentucky,16,Stetson
2024,1,3,Kentucky,16,Longwood
2024,1,3,Kentucky,16,Grambling State
2024,1,3,Kentucky,16,Montana State
2024,1,3,Kentucky,16,Howard
2024,1,3,Kentucky,16,Wagner
2024,1,3,Creighton,3,Baylor
2024,1,3,Creighton,4,Auburn
2024,1,3,Creighton,4,Duke
2024,1,3,Creighton,4,Kansas
2024,1,3,Creighton,4,Alabama
2024,1,3,Creighton,5,San Diego State
2024,1,3,Creighton,5,Wisconsin
2024,1,3,Creighton,5,Gonzaga
2024,1,3,Creighton,5,Saint Mary's
2024,1,3,Creighton,6,BYU
2024,1,3,Creighton,6,Texas Tech
2024,1,3,Creighton,6,South Carolina
2024,1,3,Creighton,6,Clemson
2024,1,3,Creighton,7,Washington State
2024,1,3,Creighton,7,Florida
2024,1,3,Creighton,7,Texas
2024,1,3,Creighton,7,Dayton
2024,1,3,Creighton,8,Florida Atlantic
2024,1,3,Creighton,8,Nebraska
2024,1,3,Creighton,8,Utah State
2024,1,3,Creighton,8,Mississippi State
2024,1,3,Creighton,9,Northwestern
2024,1,3,Creighton,9,Texas A&M
2024,1,3,Creighton,9,TCU
2024,1,3,Creighton,9,Michigan State
2024,1,3,Creighton,10,Drake
2024,1,3,Creighton,10,Boise State
2024,1,3,Creighton,10,Colorado
2024,1,3,Creighton,10,Colorado State
2024,1,3,Creighton,10,Virginia
2024,1,3,Creighton,10,Nevada
2024,1,3,Creighton,11,Duquesne
2024,1,3,Creighton,11,North Carolina State
2024,1,3,Creighton,11,Oregon
2024,1,3,Creighton,11,New Mexico
2024,1,3,Creighton,12,UAB
2024,1,3,Creighton,12,James Madison
2024,1,3,Creighton,12,McNeese State
2024,1,3,Creighton,12,Grand Canyon
2024,1,3,Creighton,13,Yale
2024,1,3,Creighton,13,Vermont
2024,1,3,Creighton,13,Samford
2024,1,3,Creighton,13,Charleston
2024,1,3,Creighton,14,Morehead State
2024,1,3,Creighton,14,Oakland
2024,1,3,Creighton,14,Akron
2024,1,3,Creighton,14,Colgate
2024,1,3,Creighton,15,South Dakota State
2024,1,3,Creighton,15,Western Kentucky
2024,1,3,Creighton,15,Saint Peter's
2024,1,3,Creighton,15,Long Beach State
2024,1,3,Creighton,16,Stetson
2024,1,3,Creighton,16,Longwood
2024,1,3,Creighton,16,Grambling State
2024,1,3,Creighton,16,Montana State
2024,1,3,Creighton,16,Howard
2024,1,3,Creighton,16,Wagner
2024,1,3,Baylor,4,Auburn
2024,1,3,Baylor,4,Duke
2024,1,3,Baylor,4,Kansas
2024,1,3,Baylor,4,Alabama
2024,1,3,Baylor,5,San Diego State
2024,1,3,Baylor,5,Wisconsin
2024,1,3,Baylor,5,Gonzaga
2024,1,3,Baylor,5,Saint Mary's
2024,1,3,Baylor,6,BYU
2024,1,3,Baylor,6,Texas Tech
2024,1,3,Baylor,6,South Carolina
2024,1,3,Baylor,6,Clemson
2024,1,3,Baylor,7,Washington State
2024,1,3,Baylor,7,Florida
2024,1,3,Baylor,7,Texas
2024,1,3,Baylor,7,Dayton
2024,1,3,Baylor,8,Florida Atlantic
2024,1,3,Baylor,8,Nebraska
